cod_usuario,cod_produto,data_venda,quantidade,valor_compra
327404,12,22/07/2021,18,1395
210925,15,30/04/2021,16,79.84
206373,7,27/04/2019,5,6502.45
331432,19,17/05/2020,1,2499.9
478601,16,06/09/2020,19,95
18241,7,09/03/2020,2,2600.98
308368,8,22/04/2021,3,658.71
460065,17,10/09/2020,10,5841
434883,12,22/09/2020,16,1240
31159,3,12/09/2019,16,32792
223140,16,18/04/2021,9,45
150449,13,29/09/2019,17,168.3
356255,18,03/07/2021,3,23.7
186958,7,22/07/2021,3,3901.47
166018,20,01/12/2019,13,1688.7
180613,18,04/12/2020,13,102.7
309138,2,23/01/2021,13,17495.14
129953,1,30/04/2021,1,4590.9
369615,5,11/05/2021,6,2622
408689,20,17/06/2021,10,1299
27034,16,22/01/2021,15,75
171635,15,17/07/2021,9,44.91
19659,3,28/11/2019,11,22544.5
491681,6,31/03/2021,10,8999
476347,12,10/11/2020,20,1550
247179,14,30/05/2020,20,2779.8
372547,5,09/12/2019,12,5244
486849,9,24/10/2019,9,3501.9
143501,19,11/12/2019,20,49998
315596,7,14/06/2021,18,23408.82
142232,10,14/04/2021,2,1399.8
307790,2,03/12/2020,5,6728.9
32390,9,20/02/2021,1,389.1
307521,10,18/04/2021,19,13298.1
245654,18,06/04/2021,20,158
175023,19,30/06/2021,13,32498.7
89085,3,27/07/2021,12,24594
191878,6,02/07/2020,17,15298.3
260116,21,30/12/2020,20,119982
493019,9,06/05/2020,13,5058.3
104721,9,28/12/2020,20,7782
291118,9,21/05/2021,11,4280.1
280793,1,16/09/2020,19,87227.1
81825,14,21/02/2021,2,277.98
146979,5,11/05/2020,13,5681
487332,12,14/06/2020,3,232.5
302107,6,03/03/2021,19,17098.1
415820,9,27/01/2020,18,7003.8
161218,12,27/12/2020,15,1162.5
467309,17,22/06/2021,11,6425.1
52477,5,15/03/2021,5,2185
380036,19,29/06/2021,20,49998
469945,5,10/08/2020,12,5244
26973,4,29/04/2021,16,942.4
43612,11,28/02/2021,4,199.6
476539,16,28/08/2019,8,40
312271,5,18/05/2021,14,6118
206966,4,15/02/2021,16,942.4
425578,17,11/06/2021,18,10513.8
443361,13,12/11/2020,6,59.4
421472,5,25/06/2021,18,7866
74434,5,10/08/2019,16,6992
17214,20,20/04/2021,4,519.6
203290,7,31/07/2021,16,20807.84
318194,10,20/01/2021,15,10498.5
101570,1,09/07/2019,9,41318.1
413839,17,08/06/2019,7,4088.7
440543,5,26/11/2020,6,2622
496598,15,16/10/2019,14,69.86
326461,11,08/12/2020,19,948.1
174980,21,10/07/2020,4,23996.4
380358,3,13/05/2021,1,2049.5
100437,19,30/07/2021,1,2499.9
262319,6,05/05/2021,20,17998
49407,10,07/11/2020,14,9798.6
415748,14,05/07/2020,16,2223.84
84670,4,23/12/2020,11,647.9
413557,20,06/04/2021,14,1818.6
54449,21,30/03/2019,12,71989.2
378851,12,10/04/2021,9,697.5
442087,11,31/03/2021,17,848.3
492705,5,24/12/2020,19,8303
54709,19,24/02/2021,7,17499.3
387770,2,30/04/2018,12,16149.36
167585,6,13/12/2019,2,1799.8
128725,13,08/07/2019,6,59.4
320519,12,05/05/2021,8,620
12568,15,23/07/2021,12,59.88
178857,7,18/09/2020,17,22108.33
380533,19,05/07/2021,9,22499.1
43906,10,05/10/2020,15,10498.5
74719,6,12/04/2021,18,16198.2
223912,1,11/01/2021,9,41318.1
212276,13,30/06/2020,19,188.1
148272,1,23/04/2021,9,41318.1
219258,21,05/06/2019,15,89986.5
124829,13,16/06/2021,7,69.3
210676,3,25/11/2019,7,14346.5
484318,12,31/03/2021,15,1162.5
351918,14,11/01/2021,11,1528.89
241988,7,14/05/2021,7,9103.43
23857,6,22/02/2021,14,12598.6
19405,5,02/04/2020,16,6992
497647,8,29/09/2020,12,2634.84
359274,11,07/07/2020,4,199.6
51879,5,09/03/2020,14,6118
456725,11,28/06/2021,6,299.4
398602,12,17/03/2021,17,1317.5
266658,3,30/10/2019,9,18445.5
365835,19,08/03/2019,4,9999.6
63968,6,04/01/2020,18,16198.2
274014,4,19/02/2021,4,235.6
292802,14,21/12/2020,11,1528.89
459581,9,19/01/2020,16,6225.6
270800,8,09/04/2020,4,878.28
69402,13,02/01/2019,1,9.9
283390,11,02/08/2019,11,548.9
85376,13,08/07/2020,12,118.8
429579,14,17/12/2019,17,2362.83
68754,8,08/09/2020,19,4171.83
488644,4,26/09/2019,10,589
425445,19,02/04/2019,5,12499.5
122521,21,06/03/2020,18,107983.8
31166,7,09/05/2021,2,2600.98
48836,9,06/01/2021,15,5836.5
128349,11,02/07/2021,4,199.6
383430,5,10/01/2021,13,5681
225982,6,04/07/2021,5,4499.5
158080,11,18/10/2020,13,648.7
455593,3,09/06/2021,10,20495
253507,7,20/06/2020,2,2600.98
25660,2,13/06/2021,4,5383.12
72670,4,24/11/2020,8,471.2
385327,19,04/04/2020,11,27498.9
315473,18,04/06/2021,1,7.9
445078,11,23/12/2020,7,349.3
111249,9,14/04/2021,16,6225.6
199311,13,15/07/2020,17,168.3
43709,8,05/07/2021,8,1756.56
157009,4,15/05/2021,6,353.4
302102,10,21/04/2021,18,12598.2
165823,7,30/08/2019,11,14305.39
85968,21,18/05/2021,11,65990.1
264668,21,18/01/2020,15,89986.5
447416,13,03/06/2021,13,128.7
55175,6,22/07/2020,7,6299.3
390743,5,12/03/2021,8,3496
476054,18,10/07/2021,4,31.6
221739,5,27/08/2020,2,874
287288,1,19/03/2019,11,50499.9
452792,12,03/04/2021,11,852.5
178625,1,04/01/2019,2,9181.8
411719,14,28/07/2021,2,277.98
191392,16,31/12/2019,12,60
19718,19,01/02/2021,7,17499.3
414790,11,17/02/2021,6,299.4
268283,15,26/06/2021,20,99.8
369441,8,17/07/2021,16,3513.12
221213,3,22/07/2021,8,16396
281246,7,08/03/2021,14,18206.86
493252,5,11/04/2021,10,4370
243144,18,17/11/2019,17,134.3
446244,5,03/02/2020,6,2622
49676,8,03/07/2021,12,2634.84
26273,10,12/03/2021,13,9098.7
487147,20,10/02/2021,14,1818.6
258354,21,07/01/2019,19,113982.9
414461,21,02/05/2021,7,41993.7
337725,16,17/01/2021,13,65
476782,17,14/12/2020,11,6425.1
105356,11,09/05/2021,15,748.5
411453,16,07/02/2021,20,100
157202,2,24/03/2020,6,8074.68
307204,15,14/07/2021,16,79.84
368324,7,18/07/2021,6,7802.94
458918,4,13/03/2021,11,647.9
432723,19,23/04/2019,19,47498.1
256643,21,08/08/2018,9,53991.9
39202,15,20/09/2020,9,44.91
193063,14,05/09/2020,2,277.98
72084,12,03/05/2020,6,465
238120,20,28/07/2021,17,2208.3
216116,17,26/11/2020,8,4672.8
1315,10,20/07/2021,18,12598.2
455598,18,26/07/2021,17,134.3
217034,12,16/01/2021,19,1472.5
128664,2,20/11/2020,13,17495.14
173353,9,09/07/2021,10,3891
470087,14,14/06/2020,6,833.94
372778,15,27/07/2021,9,44.91
141332,3,09/09/2020,13,26643.5
489897,4,23/03/2020,8,471.2
394365,20,27/06/2021,15,1948.5
225460,18,15/10/2020,6,47.4
7702,19,04/01/2020,19,47498.1
383343,14,05/12/2020,19,2640.81
426913,4,30/04/2021,17,1001.3
212720,8,22/04/2021,16,3513.12
320833,12,16/07/2020,18,1395
167137,2,25/05/2021,4,5383.12
260701,1,24/11/2020,6,27545.4
130152,11,22/05/2021,7,349.3
44374,2,13/12/2019,3,4037.34
351172,7,06/07/2021,7,9103.43
118889,2,22/04/2021,2,2691.56
334840,3,03/07/2021,4,8198
61552,16,15/02/2021,11,55
71491,5,15/05/2019,6,2622
487417,15,07/09/2020,8,39.92
57991,20,19/06/2021,20,2598
137400,21,09/09/2019,14,83987.4
16379,21,28/01/2019,16,95985.6
311699,6,28/02/2021,12,10798.8
303857,14,20/05/2020,17,2362.83
45651,4,25/02/2021,19,1119.1
339341,9,23/06/2021,2,778.2
129677,4,29/07/2021,8,471.2
286411,13,25/01/2019,16,158.4
386058,5,26/06/2020,19,8303
154765,6,20/05/2021,10,8999
401164,9,26/04/2021,6,2334.6
309813,5,05/05/2020,7,3059
110765,10,22/05/2021,8,5599.2
352792,14,23/04/2020,16,2223.84
255565,7,08/06/2019,12,15605.88
232354,19,18/11/2019,1,2499.9
109367,15,16/11/2020,2,9.98
177408,10,12/01/2020,5,3499.5
271479,9,10/07/2020,4,1556.4
64411,13,11/03/2021,4,39.6
473508,2,03/04/2021,6,8074.68
160790,4,20/09/2020,1,58.9
280728,10,20/06/2021,12,8398.8
325464,12,26/02/2021,17,1317.5
376967,21,29/06/2020,5,29995.5
178162,11,06/10/2020,9,449.1
411262,19,29/08/2020,11,27498.9
453403,13,12/03/2021,2,19.8
5384,20,29/06/2019,8,1039.2
39307,2,15/08/2020,1,1345.78
266343,16,29/05/2021,7,35
24177,7,25/05/2020,16,20807.84
450722,11,21/03/2021,8,399.2
272867,4,21/07/2021,4,235.6
85169,17,17/07/2021,1,584.1
60908,20,09/04/2021,17,2208.3
177662,16,12/08/2019,12,60
287039,3,31/05/2021,15,30742.5
189114,5,03/04/2021,11,4807
77597,9,15/07/2021,6,2334.6
320090,5,26/11/2019,20,8740
126718,10,19/06/2021,10,6999
193461,17,06/12/2020,16,9345.6
318850,2,10/07/2021,19,25569.82
392587,8,25/08/2019,1,219.57
232664,18,26/04/2021,15,118.5
43742,15,25/12/2019,15,74.85
224070,9,06/08/2020,8,3112.8
323967,10,29/03/2019,6,4199.4
20379,5,03/12/2019,8,3496
498268,4,23/07/2021,13,765.7
11488,7,22/12/2019,15,19507.35
171799,16,07/03/2020,2,10
334199,13,06/04/2020,4,39.6
116684,13,24/06/2021,5,49.5
428595,19,22/12/2020,19,47498.1
491492,2,20/03/2021,17,22878.26
155824,4,30/09/2018,8,471.2
244200,16,06/01/2021,3,15
257633,13,07/11/2018,12,118.8
386593,9,29/06/2021,11,4280.1
421679,9,01/07/2019,4,1556.4
170921,15,19/02/2020,14,69.86
477377,12,24/10/2020,14,1085
61350,15,16/02/2020,11,54.89
480264,13,30/01/2021,20,198
481645,12,30/04/2021,10,775
343990,12,04/04/2020,15,1162.5
68531,3,08/06/2021,5,10247.5
233063,20,30/07/2021,1,129.9
477012,1,25/06/2021,17,78045.3
68961,17,21/02/2021,7,4088.7
477567,18,07/02/2020,12,94.8
189431,15,25/06/2021,12,59.88
436872,3,27/03/2020,13,26643.5
139058,17,08/06/2021,3,1752.3
43056,9,09/12/2019,10,3891
184990,1,26/05/2021,4,18363.6
34070,11,20/06/2021,14,698.6
65315,9,09/01/2019,10,3891
396560,4,28/06/2019,5,294.5
124767,9,12/01/2019,16,6225.6
415254,9,04/05/2020,12,4669.2
102289,12,17/08/2020,14,1085
423199,11,25/05/2021,9,449.1
100359,3,07/04/2021,15,30742.5
125279,2,19/05/2021,2,2691.56
391665,17,27/07/2020,10,5841
69881,16,18/01/2021,13,65
74360,6,01/08/2019,16,14398.4
346769,17,11/10/2020,1,584.1
275782,10,04/12/2019,9,6299.1
146999,18,26/08/2020,2,15.8
70431,7,10/12/2020,6,7802.94
213698,15,29/05/2021,1,4.99
451487,7,05/01/2021,5,6502.45
168279,12,15/09/2019,16,1240
168332,10,29/07/2021,2,1399.8
450521,19,27/07/2021,1,2499.9
376565,16,15/02/2020,2,10
385159,16,06/09/2020,3,15
283086,11,05/11/2019,20,998
457815,18,06/06/2020,7,55.3
206164,2,21/02/2021,16,21532.48
103681,6,24/04/2020,20,17998
498380,9,25/05/2021,8,3112.8
498292,10,20/05/2021,13,9098.7
185251,8,09/01/2021,20,4391.4
478839,1,24/03/2021,13,59681.7
122828,10,24/02/2021,11,7698.9
290564,8,26/07/2020,4,878.28
485009,19,23/05/2021,19,47498.1
279281,12,28/07/2021,18,1395
413540,5,14/03/2021,13,5681
353272,7,04/12/2020,8,10403.92
313421,7,12/07/2021,2,2600.98
142424,12,28/07/2021,12,930
239447,18,14/04/2021,10,79
352495,14,02/09/2018,2,277.98
388770,19,04/05/2021,8,19999.2
416072,1,02/09/2019,6,27545.4
179439,17,12/06/2021,17,9929.7
388486,2,14/01/2020,20,26915.6
218709,5,08/06/2020,11,4807
412017,20,22/01/2021,6,779.4
321697,1,01/06/2021,13,59681.7
204036,12,17/05/2019,12,930
131605,20,05/06/2021,8,1039.2
259802,5,25/07/2021,7,3059
47861,17,06/06/2021,10,5841
424828,6,26/07/2021,15,13498.5
270233,20,08/01/2020,4,519.6
45451,2,03/02/2021,16,21532.48
161410,11,08/07/2020,18,898.2
284141,20,08/07/2020,6,779.4
406996,14,18/07/2020,3,416.97
213655,13,02/03/2021,19,188.1
489652,4,02/04/2021,2,117.8
85693,21,20/01/2020,2,11998.2
161760,5,29/10/2020,2,874
196645,7,02/05/2021,2,2600.98
318731,3,19/01/2020,10,20495
437993,8,25/07/2021,10,2195.7
220566,15,28/10/2020,19,94.81
454925,12,03/12/2018,11,852.5
427959,1,09/10/2020,8,36727.2
353936,12,31/03/2021,4,310
189118,14,07/03/2021,18,2501.82
319022,10,11/09/2020,8,5599.2
363907,12,06/07/2019,13,1007.5
283152,6,01/12/2020,12,10798.8
98586,10,20/01/2021,12,8398.8
183467,14,30/07/2021,20,2779.8
447369,14,25/10/2020,20,2779.8
431051,8,05/12/2019,5,1097.85
320008,5,24/06/2021,2,874
178660,18,19/08/2020,6,47.4
79006,11,07/05/2020,11,548.9
244959,6,05/04/2021,20,17998
290569,9,08/04/2020,7,2723.7
288150,12,25/03/2020,10,775
443223,4,21/11/2018,1,58.9
462430,16,08/12/2020,10,50
274101,6,05/02/2020,2,1799.8
464816,19,15/06/2021,16,39998.4
444616,16,23/04/2020,4,20
245096,10,23/11/2020,4,2799.6
454848,15,09/05/2021,8,39.92
416885,4,05/08/2019,4,235.6
311283,7,12/10/2020,8,10403.92
396459,16,07/04/2021,12,60
143158,17,11/03/2021,13,7593.3
370811,9,17/05/2021,12,4669.2
475519,7,23/04/2021,4,5201.96
246175,19,28/09/2020,7,17499.3
231601,14,02/02/2021,15,2084.85
210369,10,06/01/2020,19,13298.1
208981,3,05/07/2021,5,10247.5
76945,17,22/07/2021,7,4088.7
376495,18,17/09/2018,12,94.8
54007,5,27/05/2021,5,2185
163645,17,26/06/2019,1,584.1
474682,20,30/12/2020,15,1948.5
174096,12,31/07/2021,10,775
382403,21,12/01/2021,19,113982.9
494901,5,06/01/2021,6,2622
165191,19,10/04/2021,5,12499.5
152937,10,29/07/2021,9,6299.1
433603,7,28/01/2021,17,22108.33
276285,5,18/11/2020,20,8740
296969,3,06/06/2020,6,12297
484941,6,03/06/2021,4,3599.6
59668,20,10/06/2021,10,1299
144963,18,19/05/2019,3,23.7
482709,1,19/06/2020,14,64272.6
385123,2,12/11/2020,4,5383.12
189502,7,02/12/2020,14,18206.86
278610,6,22/06/2021,3,2699.7
497643,7,28/06/2021,14,18206.86
91587,5,03/02/2019,12,5244
406599,21,05/12/2020,6,35994.6
184364,11,13/07/2021,17,848.3
238922,11,12/11/2019,9,449.1
452734,4,05/06/2020,18,1060.2
22066,16,07/07/2021,3,15
474665,8,28/07/2021,20,4391.4
490944,17,16/06/2020,3,1752.3
52500,20,22/02/2021,7,909.3
317059,15,31/07/2019,13,64.87
426652,11,31/07/2021,1,49.9
484760,12,06/06/2021,1,77.5
479441,11,25/02/2021,11,548.9
338441,7,08/10/2020,1,1300.49
10346,2,02/02/2021,9,12112.02
404514,21,20/12/2018,19,113982.9
345004,3,06/12/2020,16,32792
62485,1,15/07/2021,19,87227.1
78202,6,24/03/2020,4,3599.6
431324,3,11/09/2020,4,8198
488746,18,30/04/2021,19,150.1
55965,15,24/03/2021,20,99.8
109931,19,26/01/2021,1,2499.9
485168,4,30/12/2020,2,117.8
380477,21,21/01/2021,9,53991.9
132050,5,25/01/2019,3,1311
299030,21,19/05/2021,20,119982
142039,12,28/02/2019,9,697.5
40948,21,28/07/2020,11,65990.1
410164,5,20/09/2018,19,8303
485535,11,01/09/2020,16,798.4
411379,10,18/06/2021,14,9798.6
34724,1,15/03/2020,4,18363.6
320957,21,20/03/2021,19,113982.9
358083,20,06/03/2020,2,259.8
32661,12,30/01/2021,18,1395
292466,3,12/05/2021,2,4099
171726,10,25/06/2021,18,12598.2
274264,2,27/07/2021,9,12112.02
300430,16,26/05/2021,13,65
289770,20,29/01/2021,20,2598
398157,5,13/06/2021,2,874
268915,7,18/12/2020,3,3901.47
244172,15,09/05/2021,16,79.84
136282,17,03/09/2018,4,2336.4
228603,20,16/04/2021,11,1428.9
84035,9,13/06/2018,14,5447.4
142675,3,20/04/2021,1,2049.5
231778,17,06/07/2021,19,11097.9
248717,17,04/07/2021,5,2920.5
7949,21,31/07/2021,5,29995.5
235502,2,08/11/2020,9,12112.02
433873,2,10/06/2021,10,13457.8
362567,1,21/12/2018,3,13772.7
49733,15,29/06/2021,19,94.81
423894,15,26/07/2021,1,4.99
219072,17,19/12/2020,14,8177.4
146621,9,06/04/2021,18,7003.8
162540,2,16/06/2021,15,20186.7
476215,13,23/03/2021,10,99
309425,2,15/07/2020,1,1345.78
269392,17,10/11/2020,7,4088.7
351043,12,28/07/2021,3,232.5
26406,7,20/12/2019,20,26009.8
31925,2,01/08/2020,3,4037.34
229154,9,31/08/2020,13,5058.3
215701,17,14/07/2021,8,4672.8
83753,7,28/12/2020,3,3901.47
326458,11,07/07/2020,4,199.6
310064,10,15/04/2021,11,7698.9
377215,18,29/07/2021,14,110.6
213688,12,08/07/2021,18,1395
175413,1,29/06/2021,4,18363.6
355876,10,17/03/2020,17,11898.3
13338,5,22/01/2021,6,2622
381088,10,20/01/2021,14,9798.6
52213,9,27/06/2020,12,4669.2
231273,18,23/02/2020,15,118.5
395344,21,12/11/2019,16,95985.6
257610,3,28/07/2020,13,26643.5
189563,17,20/06/2021,16,9345.6
313597,11,15/05/2020,2,99.8
298591,21,02/10/2020,20,119982
106292,14,25/11/2020,11,1528.89
309986,3,17/09/2020,13,26643.5
161042,10,16/07/2019,16,11198.4
148123,3,21/03/2021,5,10247.5
334289,9,22/04/2021,16,6225.6
56113,19,05/12/2020,20,49998
463021,9,09/04/2020,13,5058.3
278134,2,03/07/2021,20,26915.6
459499,11,30/04/2021,11,548.9
170285,2,29/12/2020,2,2691.56
18463,17,08/04/2021,20,11682
266421,15,17/01/2020,9,44.91
343928,7,07/01/2020,16,20807.84
245241,21,06/02/2021,3,17997.3
287029,21,21/07/2020,5,29995.5
157710,5,25/12/2020,2,874
153087,20,15/08/2020,3,389.7
71716,4,07/08/2020,13,765.7
254850,18,01/02/2020,14,110.6
124174,10,18/03/2021,3,2099.7
119300,16,11/10/2020,18,90
472221,8,01/04/2020,4,878.28
27523,10,20/08/2020,8,5599.2
381498,5,03/06/2021,12,5244
123508,3,27/09/2019,17,34841.5
176718,13,16/09/2019,7,69.3
477876,14,30/09/2019,3,416.97
45648,20,23/07/2020,9,1169.1
242981,4,10/04/2020,20,1178
256314,15,16/05/2021,3,14.97
233938,19,09/06/2021,14,34998.6
406581,21,15/06/2021,8,47992.8
28420,6,25/05/2021,17,15298.3
103679,7,20/12/2019,11,14305.39
272450,12,06/06/2021,16,1240
474082,4,09/04/2021,4,235.6
203513,4,19/02/2020,12,706.8
89873,21,15/10/2020,7,41993.7
5588,16,07/01/2021,5,25
343710,21,27/05/2019,3,17997.3
373565,16,26/03/2021,20,100
275283,21,05/04/2021,1,5999.1
480302,5,05/02/2021,10,4370
181782,4,10/05/2021,5,294.5
262864,12,02/06/2020,3,232.5
374555,2,10/11/2019,19,25569.82
139068,16,07/07/2021,20,100
427639,7,17/07/2020,16,20807.84
193022,9,26/05/2021,12,4669.2
22809,8,12/01/2020,20,4391.4
56371,12,14/07/2021,4,310
168235,14,23/06/2021,17,2362.83
50933,11,13/07/2018,3,149.7
305034,7,07/12/2020,15,19507.35
410979,10,20/04/2021,15,10498.5
248449,7,09/09/2020,16,20807.84
275305,3,04/07/2020,19,38940.5
165737,10,03/09/2020,18,12598.2
421634,20,07/09/2018,1,129.9
319783,16,21/09/2020,6,30
143721,11,13/04/2021,19,948.1
196442,11,24/02/2019,1,49.9
183890,21,25/12/2020,9,53991.9
155101,14,10/04/2021,13,1806.87
388712,16,20/07/2021,13,65
252215,11,25/06/2021,7,349.3
271748,19,14/05/2020,6,14999.4
407012,16,22/10/2018,20,100
109257,5,08/06/2021,6,2622
475763,10,21/01/2021,7,4899.3
36229,12,14/06/2021,16,1240
265448,8,23/09/2019,1,219.57
440368,8,03/02/2021,12,2634.84
435928,17,14/04/2021,9,5256.9
126272,13,10/07/2021,8,79.2
394698,3,14/08/2019,20,40990
471247,8,25/01/2021,4,878.28
420833,16,21/07/2021,19,95
8312,10,31/07/2021,11,7698.9
486828,5,26/07/2020,14,6118
385883,1,31/05/2021,16,73454.4
321449,15,08/11/2019,6,29.94
440158,5,24/07/2021,6,2622
108469,21,29/09/2020,10,59991
84087,2,14/03/2021,6,8074.68
190624,15,29/07/2021,4,19.96
25973,4,08/10/2019,3,176.7
424863,19,16/08/2020,10,24999
312308,10,28/06/2021,6,4199.4
402294,10,18/02/2021,4,2799.6
292046,11,28/05/2021,1,49.9
362548,13,11/06/2021,6,59.4
73730,10,15/09/2019,20,13998
237023,18,09/07/2020,14,110.6
297968,4,30/09/2020,16,942.4
466984,18,18/05/2020,18,142.2
243507,8,11/07/2021,6,1317.42
77161,14,06/05/2021,19,2640.81
84762,4,25/03/2021,2,117.8
359823,3,30/04/2020,10,20495
307198,1,26/12/2020,9,41318.1
343012,14,12/07/2021,14,1945.86
312518,10,12/03/2021,4,2799.6
497461,7,22/02/2021,18,23408.82
207554,10,10/01/2021,14,9798.6
493461,20,23/11/2020,20,2598
122466,19,07/06/2020,15,37498.5
423794,15,28/04/2021,7,34.93
12095,11,09/12/2020,9,449.1
13998,20,09/04/2020,8,1039.2
373812,4,15/06/2021,10,589
194956,9,25/01/2018,1,389.1
170422,18,24/07/2020,1,7.9
341650,9,01/04/2021,6,2334.6
181245,6,18/06/2021,5,4499.5
350092,16,13/02/2021,3,15
233346,21,16/08/2018,4,23996.4
128043,1,14/05/2021,11,50499.9
107595,9,13/12/2019,10,3891
318908,2,30/04/2020,18,24224.04
341927,14,16/11/2020,5,694.95
438274,5,16/06/2021,16,6992
245169,7,22/04/2021,5,6502.45
375726,11,23/06/2021,8,399.2
200546,12,29/12/2020,6,465
268350,15,06/06/2021,4,19.96
220156,8,31/10/2020,17,3732.69
457493,21,22/02/2021,1,5999.1
85334,2,17/09/2020,5,6728.9
93917,19,18/01/2021,19,47498.1
456961,12,31/07/2021,16,1240
312125,12,22/12/2019,8,620
250222,5,23/06/2021,4,1748
398263,7,15/04/2019,5,6502.45
157391,6,11/04/2021,9,8099.1
16675,4,12/06/2021,2,117.8
42526,16,24/06/2021,9,45
374515,7,22/01/2019,5,6502.45
332038,16,28/11/2020,2,10
61796,20,07/07/2021,10,1299
63350,15,18/08/2020,16,79.84
446980,21,25/05/2021,20,119982
230927,2,30/12/2020,11,14803.58
356082,20,14/01/2019,2,259.8
464858,18,21/03/2019,14,110.6
313827,14,19/12/2020,1,138.99
156177,14,17/03/2019,10,1389.9
158690,19,19/01/2021,2,4999.8
80445,3,02/09/2019,16,32792
60705,9,07/11/2018,19,7392.9
96936,21,29/10/2020,10,59991
62995,21,01/12/2020,2,11998.2
344807,6,19/11/2019,10,8999
377599,21,09/02/2021,16,95985.6
323034,16,28/03/2021,20,100
36156,20,07/11/2020,7,909.3
299325,13,18/04/2020,16,158.4
52887,21,09/02/2020,10,59991
419825,20,31/12/2020,4,519.6
66266,1,09/11/2020,8,36727.2
355534,6,22/04/2020,8,7199.2
208444,10,26/03/2021,6,4199.4
355518,9,11/10/2020,3,1167.3
381057,9,07/07/2021,8,3112.8
82035,21,03/08/2020,2,11998.2
265296,16,06/02/2021,19,95
255255,9,20/12/2020,10,3891
14119,13,10/06/2021,19,188.1
36356,12,03/04/2021,11,852.5
294234,6,27/05/2021,13,11698.7
251723,6,23/07/2021,3,2699.7
273392,13,28/07/2021,7,69.3
106816,10,05/12/2020,2,1399.8
469972,9,04/07/2021,19,7392.9
351532,12,29/11/2019,8,620
197605,9,14/02/2020,20,7782
353341,17,16/04/2021,8,4672.8
344628,13,07/06/2020,19,188.1
498760,9,12/07/2021,9,3501.9
129627,20,09/10/2019,12,1558.8
214144,21,07/07/2021,18,107983.8
419898,8,20/04/2020,8,1756.56
31504,8,19/09/2020,19,4171.83
4883,3,13/03/2020,5,10247.5
253454,21,17/04/2021,3,17997.3
89819,7,05/07/2021,20,26009.8
215723,4,10/06/2021,4,235.6
69751,15,19/05/2021,18,89.82
72874,20,11/12/2020,5,649.5
408643,1,29/08/2018,14,64272.6
448382,11,29/06/2020,16,798.4
475045,5,11/08/2020,13,5681
371061,13,13/04/2021,16,158.4
183047,6,27/05/2020,1,899.9
14421,7,21/06/2021,10,13004.9
379123,18,22/07/2021,6,47.4
138497,15,19/06/2021,17,84.83
344507,18,19/10/2019,7,55.3
290910,17,22/02/2021,20,11682
319158,6,24/06/2021,9,8099.1
40079,9,01/12/2020,16,6225.6
271082,9,27/02/2021,19,7392.9
205504,14,13/12/2020,4,555.96
214,2,17/03/2021,15,20186.7
219671,4,19/02/2020,9,530.1
206825,12,21/02/2019,11,852.5
312732,6,04/07/2021,2,1799.8
280598,20,09/05/2019,4,519.6
476341,4,02/07/2021,19,1119.1
435700,14,23/07/2019,7,972.93
95923,2,14/04/2021,2,2691.56
168605,8,16/05/2021,3,658.71
365563,4,15/08/2020,11,647.9
383822,19,12/06/2020,7,17499.3
390806,12,15/06/2020,5,387.5
153324,19,16/07/2021,3,7499.7
71416,18,01/07/2021,10,79
71239,9,10/11/2019,4,1556.4
125967,13,25/06/2021,4,39.6
273988,21,10/04/2021,9,53991.9
344315,2,07/09/2020,18,24224.04
385004,6,28/07/2021,17,15298.3
79089,13,09/05/2019,15,148.5
150838,1,15/08/2020,17,78045.3
60646,21,23/07/2021,7,41993.7
250101,15,15/02/2021,19,94.81
316457,2,17/04/2020,13,17495.14
374942,8,27/07/2021,20,4391.4
131546,21,12/11/2020,6,35994.6
174974,21,08/06/2021,6,35994.6
168812,7,11/07/2021,13,16906.37
358803,10,18/08/2019,3,2099.7
250748,14,24/07/2021,11,1528.89
186027,16,08/05/2021,6,30
226724,21,03/05/2021,10,59991
313327,9,11/01/2020,15,5836.5
291715,1,04/02/2021,5,22954.5
49468,21,15/10/2019,18,107983.8
306390,9,03/02/2020,7,2723.7
198145,19,26/01/2020,20,49998
32123,20,11/06/2021,17,2208.3
77831,21,09/12/2020,10,59991
233312,20,04/02/2019,18,2338.2
